entry_idx,entry_dt,dir,entry_price,oracle_pnl,H1_sr_target,H1_sr_found,H1_sr_dist_atr,H1_htf_atr,conv_reason,conv_pnl,conv_bars,H1_reason,H1_pnl,H1_bars,M15_sr_target,M15_sr_found,M15_sr_dist_atr,M15_htf_atr,M15_reason,M15_pnl,M15_bars
15037,2025-09-16 01:23:00,SELL,3677.77,169.9999999999818,3658.3950000000004,True,2.51,7.72189,TimeExit,-175.0,8,TimeExit,-175.0,8,3674.61,True,1.07,2.9492,TimeExit,-175.0,8
15100,2025-09-16 02:26:00,SELL,3678.6,252.99999999997453,3674.61,True,0.55,7.27897,EMACross,73.99999999997817,45,EMACross(FB),73.99999999997817,45,3674.61,True,1.62,2.46491,EMACross(FB),73.99999999997817,45
15161,2025-09-16 03:27:00,BUY,3682.39,707.9999999999927,0.0,False,0.0,7.72044,TimeExit,-175.99999999997635,37,TimeExit,-175.99999999997635,37,0.0,False,0.0,2.69484,TimeExit,-175.99999999997635,37
15222,2025-09-16 04:28:00,SELL,3678.04,332.00000000001637,3658.3950000000004,True,2.35,8.34838,TimeExit,-92.00000000000728,8,TimeExit,-92.00000000000728,8,3674.61,True,0.88,3.90655,TimeExit,-92.00000000000728,8
15288,2025-09-16 05:34:00,SELL,3678.47,375.0,3658.3950000000004,True,2.42,8.29927,TimeExit,-10.00000000003638,15,TimeExit,-10.00000000003638,15,3674.61,True,1.04,3.70584,TimeExit,-10.00000000003638,15
15349,2025-09-16 06:35:00,BUY,3681.97,333.0000000000382,0.0,False,0.0,8.0047,TimeExit,-34.999999999990905,8,TimeExit,-34.999999999990905,8,0.0,False,0.0,3.45332,TimeExit,-34.999999999990905,8
15410,2025-09-16 07:36:00,SELL,3680.58,44.00000000000546,3674.61,True,0.78,7.6254,TimeExit,-205.99999999999454,8,TimeExit,-205.99999999999454,8,3674.61,True,2.09,2.86025,TimeExit,-205.99999999999454,8
15474,2025-09-16 08:40:00,SELL,3681.8,158.0000000000382,3674.61,True,1.0,7.17935,TimeExit,-37.99999999996544,15,TimeExit,-37.99999999996544,15,3674.61,True,2.77,2.59854,TimeExit,-37.99999999996544,15
15535,2025-09-16 09:41:00,BUY,3686.93,1030.0000000000182,0.0,False,0.0,7.9021,EMACross,361.00000000001273,46,EMACross(NoSR),361.00000000001273,46,0.0,False,0.0,3.31905,EMACross(NoSR),361.00000000001273,46
15596,2025-09-16 10:42:00,SELL,3687.86,176.00000000002183,3674.61,True,1.68,7.88716,TimeExit,-53.99999999999636,9,TimeExit,-53.99999999999636,9,3674.61,True,3.39,3.90923,TimeExit,-53.99999999999636,9
15667,2025-09-16 11:53:00,BUY,3694.94,394.00000000000546,0.0,False,0.0,8.31954,TimeExit,-34.999999999990905,8,TimeExit,-34.999999999990905,8,0.0,False,0.0,4.07217,TimeExit,-34.999999999990905,8
15728,2025-09-16 12:54:00,BUY,3698.08,136.9999999999891,0.0,False,0.0,8.00226,TimeExit,-34.00000000001455,8,TimeExit,-34.00000000001455,8,0.0,False,0.0,3.5616,TimeExit,-34.00000000001455,8
15789,2025-09-16 13:55:00,SELL,3693.63,724.0000000000236,3674.61,True,2.46,7.73663,EMACross,107.00000000001637,38,EMACross(FB),107.00000000001637,38,3674.61,True,5.82,3.26909,EMACross(FB),107.00000000001637,38
15850,2025-09-16 14:56:00,BUY,3697.97,57.00000000001637,0.0,False,0.0,7.89841,TimeExit,-214.99999999996362,8,TimeExit,-214.99999999996362,8,0.0,False,0.0,3.40761,TimeExit,-214.99999999996362,8
15911,2025-09-16 15:57:00,SELL,3689.15,396.00000000000364,3674.61,True,1.75,8.31729,TimeExit,-23.00000000000182,24,TimeExit,-23.00000000000182,24,3674.61,True,3.73,3.89458,TimeExit,-23.00000000000182,24
15977,2025-09-16 17:03:00,SELL,3694.64,1581.999999999971,3674.61,True,1.98,10.12356,EMACross,-247.00000000002547,5,EMACross(FB),-247.00000000002547,5,3674.61,True,3.98,5.03336,EMACross(FB),-247.00000000002547,5
16038,2025-09-16 18:04:00,SELL,3685.69,686.9999999999891,3674.61,True,1.1,10.11242,TimeExit,-21.000000000003638,15,TimeExit,-21.000000000003638,15,3674.61,True,1.79,6.17957,TimeExit,-21.000000000003638,15
16099,2025-09-16 19:05:00,BUY,3685.83,534.0000000000146,0.0,False,0.0,9.6361,EMACross,75.0,39,EMACross(NoSR),75.0,39,0.0,False,0.0,5.70274,EMACross(NoSR),75.0,39
16160,2025-09-16 20:06:00,BUY,3688.74,212.00000000003456,0.0,False,0.0,8.97929,StructBreak,-76.99999999999818,1,StructBreak,-76.99999999999818,1,0.0,False,0.0,5.07273,StructBreak,-76.99999999999818,1
16229,2025-09-16 21:15:00,BUY,3688.28,470.99999999995816,0.0,False,0.0,8.37538,TimeExit,-15.000000000009095,8,TimeExit,-15.000000000009095,8,0.0,False,0.0,3.61494,TimeExit,-15.000000000009095,8
16299,2025-09-16 22:25:00,BUY,3690.08,371.00000000000364,0.0,False,0.0,7.7,StructBreak,-121.00000000000364,4,StructBreak,-121.00000000000364,4,0.0,False,0.0,2.88231,StructBreak,-121.00000000000364,4
16360,2025-09-16 23:26:00,BUY,3693.31,157.99999999999272,0.0,False,0.0,7.25333,TimeExit,-11.000000000012733,9,TimeExit,-11.000000000012733,9,0.0,False,0.0,2.46403,TimeExit,-11.000000000012733,9
16424,2025-09-17 01:31:00,BUY,3691.74,362.00000000003456,0.0,False,0.0,6.77555,TimeExit,-5.999999999994543,19,TimeExit,-5.999999999994543,19,0.0,False,0.0,2.18962,TimeExit,-5.999999999994543,19
16499,2025-09-17 02:46:00,SELL,3693.78,1721.0000000000036,3674.61,True,3.03,6.32815,TimeExit,-91.9999999999618,8,TimeExit,-91.9999999999618,8,3674.61,True,9.07,2.11453,TimeExit,-91.9999999999618,8
16560,2025-09-17 03:47:00,SELL,3692.37,1817.0000000000073,3674.61,True,2.94,6.04973,EMACross,1119.9999999999818,89,EMACross(FB),1119.9999999999818,89,3674.61,True,8.49,2.09089,EMACross(FB),1119.9999999999818,89
16621,2025-09-17 04:48:00,SELL,3678.58,438.0000000000109,3674.61,True,0.54,7.35376,TimeExit,-184.9999999999909,8,TimeExit,-184.9999999999909,8,3674.61,True,1.1,3.61172,TimeExit,-184.9999999999909,8
16682,2025-09-17 05:49:00,BUY,3683.08,76.99999999999818,0.0,False,0.0,7.65993,TimeExit,-121.00000000000364,8,TimeExit,-121.00000000000364,8,0.0,False,0.0,4.20804,TimeExit,-121.00000000000364,8
16748,2025-09-17 06:55:00,SELL,3681.22,539.9999999999636,3674.61,True,0.93,7.11327,TimeExit,-94.00000000000546,8,TimeExit,-94.00000000000546,8,3674.61,True,1.98,3.33511,TimeExit,-94.00000000000546,8
16816,2025-09-17 08:03:00,BUY,3683.73,213.0000000000109,0.0,False,0.0,6.92303,TimeExit,-76.99999999999818,9,TimeExit,-76.99999999999818,9,0.0,False,0.0,2.84249,TimeExit,-76.99999999999818,9
16882,2025-09-17 09:09:00,SELL,3676.7,1231.999999999971,3658.3950000000004,True,2.52,7.2733,TimeExit,-40.000000000009095,8,TimeExit,-40.000000000009095,8,3674.61,True,0.58,3.62275,TimeExit,-40.000000000009095,8
16943,2025-09-17 10:10:00,BUY,3674.24,23.00000000000182,0.0,False,0.0,7.73552,StructBreak,-423.9999999999782,6,StructBreak,-423.9999999999782,6,0.0,False,0.0,4.60057,StructBreak,-423.9999999999782,6
17004,2025-09-17 11:11:00,SELL,3665.58,306.9999999999709,3658.3950000000004,True,0.97,7.42812,TimeExit,-49.00000000002365,8,TimeExit,-49.00000000002365,8,3657.96,True,1.75,4.34732,TimeExit,-49.00000000002365,8
17067,2025-09-17 12:14:00,BUY,3668.32,265.99999999998545,3674.61,True,0.85,7.38704,TimeExit,-3.999999999996362,18,TimeExit,-3.999999999996362,18,3674.61,True,1.45,4.3448,TimeExit,-3.999999999996362,18
17128,2025-09-17 13:15:00,SELL,3667.38,736.9999999999891,3658.3950000000004,True,1.17,7.65277,EMACross,117.00000000000728,32,EMACross(FB),117.00000000000728,32,3657.96,True,2.22,4.2501,EMACross(FB),117.00000000000728,32
17192,2025-09-17 14:19:00,BUY,3663.81,1565.000000000009,3674.61,True,1.36,7.95373,EMACross,151.99999999999818,37,EMACross(FB),151.99999999999818,37,3674.61,True,2.31,4.66531,EMACross(FB),151.99999999999818,37
17253,2025-09-17 15:20:00,BUY,3670.58,1455.9999999999945,0.0,False,0.0,8.72657,TimeExit,-9.000000000014552,9,TimeExit,-9.000000000014552,9,3674.61,True,0.9,4.49463,TimeExit,-9.000000000014552,9
17314,2025-09-17 16:21:00,SELL,3675.2,121.99999999997999,3658.3950000000004,True,1.89,8.86836,TimeExit,-143.0000000000291,8,TimeExit,-143.0000000000291,8,3657.96,True,3.47,4.97248,TimeExit,-143.0000000000291,8
17375,2025-09-17 17:22:00,BUY,3681.93,608.0000000000382,0.0,False,0.0,8.92324,EMACross,66.00000000003092,33,EMACross(NoSR),66.00000000003092,33,0.0,False,0.0,5.01763,EMACross(NoSR),66.00000000003092,33
17436,2025-09-17 18:23:00,BUY,3685.99,247.00000000002547,0.0,False,0.0,8.31214,TimeExit,-31.999999999970896,8,TimeExit,-31.999999999970896,8,0.0,False,0.0,4.16734,TimeExit,-31.999999999970896,8
17497,2025-09-17 19:24:00,BUY,3688.04,1946.0000000000036,0.0,False,0.0,7.79853,TimeExit,-34.999999999990905,8,TimeExit,-34.999999999990905,8,0.0,False,0.0,3.51713,TimeExit,-34.999999999990905,8
17558,2025-09-17 20:25:00,SELL,3679.44,3340.9999999999854,3674.61,True,0.61,7.95606,StructBreak,-452.99999999997453,7,StructBreak,-452.99999999997453,7,3674.61,True,1.4,3.45038,StructBreak,-452.99999999997453,7
17620,2025-09-17 21:27:00,SELL,3682.32,3628.9999999999964,3674.61,True,0.51,15.09125,EMACross,2378.9999999999964,43,SR_TP,771.0000000000036,5,3674.61,True,0.74,10.41565,SR_TP,771.0000000000036,5
17681,2025-09-17 22:28:00,BUY,3665.69,-1.0000000000218279,3674.61,True,0.56,15.84708,TimeExit,-74.00000000002365,8,TimeExit,-74.00000000002365,8,3674.61,True,0.62,14.37824,TimeExit,-74.00000000002365,8
17766,2025-09-17 23:53:00,SELL,3658.44,369.00000000000546,3645.135,True,0.92,14.45014,EMACross,-113.99999999998727,4,EMACross(FB),-113.99999999998727,4,3649.3999999999996,True,1.06,8.48974,EMACross(FB),-113.99999999998727,4
17836,2025-09-18 02:04:00,BUY,3664.4,756.9999999999709,3674.61,True,0.76,13.40326,EMACross,240.0000000000091,57,EMACross(FB),240.0000000000091,57,3674.61,True,1.57,6.51803,EMACross(FB),240.0000000000091,57
17897,2025-09-18 03:05:00,SELL,3666.73,1490.000000000009,3658.3950000000004,True,0.63,13.19749,EMACross,346.00000000000364,48,SR_TP,833.4999999999582,34,3657.96,True,1.51,5.79398,EMACross(FB),346.00000000000364,48
17962,2025-09-18 04:10:00,SELL,3656.67,484.00000000001455,3645.135,True,0.84,13.69383,TimeExit,-96.99999999997999,17,TimeExit,-96.99999999997999,17,3649.3999999999996,True,1.09,6.65038,TimeExit,-96.99999999997999,17
18023,2025-09-18 05:11:00,BUY,3662.11,385.99999999996726,3674.61,True,0.94,13.25865,TimeExit,-42.000000000007276,9,TimeExit,-42.000000000007276,9,3674.61,True,1.87,6.67239,TimeExit,-42.000000000007276,9
18084,2025-09-18 06:12:00,SELL,3663.04,1121.99999999998,3645.135,True,1.42,12.57216,EMACross,644.0000000000055,127,EMACross(FB),644.0000000000055,127,3657.96,True,0.92,5.53122,SR_TP,507.9999999999927,46
18145,2025-09-18 07:13:00,SELL,3658.61,2471.0000000000036,3645.135,True,1.15,11.68787,TimeExit,-25.0,9,TimeExit,-25.0,9,3649.3999999999996,True,2.19,4.203,TimeExit,-25.0,9
18206,2025-09-18 08:14:00,SELL,3654.6,2069.999999999982,3645.135,True,0.83,11.42282,StructBreak,-113.00000000001091,3,StructBreak,-113.00000000001091,3,3649.3999999999996,True,1.4,3.71203,StructBreak,-113.00000000001091,3
18267,2025-09-18 09:15:00,SELL,3637.19,292.99999999998363,3628.11,True,0.74,12.29711,TimeExit,-40.99999999998545,9,TimeExit,-40.99999999998545,9,3627.49,True,1.6,6.07214,TimeExit,-40.99999999998545,9
18328,2025-09-18 10:16:00,BUY,3644.88,2432.9999999999927,3658.3950000000004,True,0.97,13.9055,EMACross,980.9999999999945,54,SR_TP,1351.5000000000327,26,3649.3999999999996,True,0.74,6.0862,SR_TP,451.9999999999527,4
18389,2025-09-18 11:17:00,SELL,3655.19,132.00000000001637,3645.135,True,0.74,13.66343,TimeExit,-82.00000000001637,8,TimeExit,-82.00000000001637,8,3649.3999999999996,True,1.01,5.75531,TimeExit,-82.00000000001637,8
18450,2025-09-18 12:18:00,BUY,3668.3,465.99999999998545,0.0,False,0.0,12.95631,EMACross,57.999999999992724,51,EMACross(NoSR),57.999999999992724,51,3674.61,True,1.1,5.71741,EMACross(FB),57.999999999992724,51
18511,2025-09-18 13:19:00,SELL,3665.8,142.00000000000728,3658.3950000000004,True,0.61,12.17147,TimeExit,-182.99999999999272,8,TimeExit,-182.99999999999272,8,3657.96,True,1.61,4.87458,TimeExit,-182.99999999999272,8
18572,2025-09-18 14:20:00,BUY,3670.63,176.99999999999818,0.0,False,0.0,11.4166,TimeExit,-426.9999999999982,8,TimeExit,-426.9999999999982,8,3674.61,True,0.87,4.5834,TimeExit,-426.9999999999982,8
18634,2025-09-18 15:22:00,BUY,3670.06,234.00000000001455,0.0,False,0.0,11.15972,TimeExit,-192.99999999998363,8,TimeExit,-192.99999999998363,8,3674.61,True,1.02,4.47959,TimeExit,-192.99999999998363,8
18695,2025-09-18 16:23:00,SELL,3655.42,2749.0000000000236,3645.135,True,0.71,14.51709,EMACross,1094.0000000000055,40,SR_TP,1028.4999999999854,14,3649.3999999999996,True,0.99,6.06437,SR_TP,602.0000000000437,8
18756,2025-09-18 17:24:00,SELL,3635.97,112.99999999996544,3628.11,True,0.55,14.18548,TimeExit,-117.00000000000728,8,TimeExit,-117.00000000000728,8,3627.49,True,0.96,8.8223,TimeExit,-117.00000000000728,8
18826,2025-09-18 18:34:00,BUY,3639.73,750.9999999999764,3658.3950000000004,True,1.43,13.01542,TimeExit,-5.999999999994543,11,TimeExit,-5.999999999994543,11,3644.613896484375,True,0.71,6.91669,TimeExit,-5.999999999994543,11
18892,2025-09-18 19:40:00,SELL,3644.49,389.9999999999636,3628.11,True,1.35,12.13603,TimeExit,-71.00000000000364,11,TimeExit,-71.00000000000364,11,3627.49,True,3.39,5.01477,TimeExit,-71.00000000000364,11
18957,2025-09-18 20:45:00,SELL,3644.04,344.9999999999818,3628.11,True,1.45,10.98189,EMACross,207.00000000001637,45,EMACross(FB),207.00000000001637,45,3627.49,True,4.57,3.61802,EMACross(FB),207.00000000001637,45
19033,2025-09-18 22:01:00,SELL,3641.7,48.00000000000182,3628.11,True,1.44,9.45013,TimeExit,-3.999999999996362,9,TimeExit,-3.999999999996362,9,3627.49,True,5.18,2.74472,TimeExit,-3.999999999996362,9
19094,2025-09-18 23:02:00,BUY,3646.04,72.00000000002547,3658.3950000000004,True,1.43,8.62345,TimeExit,-53.99999999999636,8,TimeExit,-53.99999999999636,8,3649.3999999999996,True,1.29,2.61209,TimeExit,-53.99999999999636,8
19155,2025-09-19 01:04:00,SELL,3643.0,528.9999999999964,3628.11,True,1.83,8.14565,TimeExit,-19.99999999998181,11,TimeExit,-19.99999999998181,11,3627.49,True,7.02,2.20981,TimeExit,-19.99999999998181,11
19216,2025-09-19 02:05:00,SELL,3641.34,510.0000000000364,3628.11,True,1.74,7.6009,EMACross,166.00000000003092,49,EMACross(FB),166.00000000003092,49,3627.49,True,6.66,2.08015,EMACross(FB),166.00000000003092,49
19277,2025-09-19 03:06:00,BUY,3640.21,1092.9999999999836,3645.135,True,0.66,7.44745,EMACross,-103.00000000002001,7,EMACross(FB),-103.00000000002001,7,3644.613896484375,True,1.84,2.39388,EMACross(FB),-103.00000000002001,7
19338,2025-09-19 04:07:00,BUY,3647.85,328.99999999999636,3658.3950000000004,True,1.18,8.96512,TimeExit,-48.99999999997817,9,TimeExit,-48.99999999997817,9,3657.96,True,2.63,3.83749,TimeExit,-48.99999999997817,9
19399,2025-09-19 05:08:00,SELL,3641.21,7.999999999992724,3628.11,True,1.41,9.28444,StructBreak,-328.99999999999636,2,StructBreak,-328.99999999999636,2,3627.49,True,2.48,5.52948,StructBreak,-328.99999999999636,2
19460,2025-09-19 06:09:00,SELL,3646.61,134.00000000001455,3628.11,True,1.94,9.52785,EMACross,-117.00000000000728,6,EMACross(FB),-117.00000000000728,6,3627.49,True,3.97,4.82006,EMACross(FB),-117.00000000000728,6
19521,2025-09-19 07:10:00,BUY,3659.51,168.99999999995998,3674.61,True,1.66,9.0988,TimeExit,-132.00000000001637,8,TimeExit,-132.00000000001637,8,3674.61,True,3.11,4.85718,TimeExit,-132.00000000001637,8
19582,2025-09-19 08:11:00,BUY,3658.63,113.00000000001091,3674.61,True,1.74,9.19229,StructBreak,-128.99999999999636,2,StructBreak,-128.99999999999636,2,3674.61,True,4.05,3.9503,StructBreak,-128.99999999999636,2
19643,2025-09-19 09:12:00,SELL,3652.44,913.9999999999873,3645.135,True,0.78,9.41732,EMACross,415.0000000000091,50,SR_TP,730.4999999999836,23,3649.3999999999996,True,0.73,4.18931,SR_TP,304.00000000004184,6
19705,2025-09-19 10:14:00,BUY,3649.46,813.0000000000109,3658.3950000000004,True,0.9,9.90168,EMACross,384.00000000001455,54,EMACross(FB),384.00000000001455,54,3657.96,True,1.74,4.8975,EMACross(FB),384.00000000001455,54
19766,2025-09-19 11:15:00,SELL,3650.39,86.99999999998909,3645.135,True,0.55,9.52012,TimeExit,-276.9999999999982,8,TimeExit,-276.9999999999982,8,3644.613896484375,True,1.29,4.49393,TimeExit,-276.9999999999982,8
19827,2025-09-19 12:16:00,BUY,3657.78,138.99999999998727,3674.61,True,1.93,8.72144,TimeExit,-34.00000000001455,12,TimeExit,-34.00000000001455,12,3674.61,True,4.66,3.61454,TimeExit,-34.00000000001455,12
19906,2025-09-19 13:35:00,SELL,3655.71,1005.0000000000182,3645.135,True,1.31,8.10125,TimeExit,-132.00000000001637,8,TimeExit,-132.00000000001637,8,3649.3999999999996,True,2.09,3.02416,TimeExit,-132.00000000001637,8
19967,2025-09-19 14:36:00,SELL,3651.43,771.99999999998,3645.135,True,0.75,8.38908,EMACross,277.99999999997453,29,EMACross(FB),277.99999999997453,29,3649.3999999999996,True,0.63,3.19987,SR_TP,203.00000000002,5
20028,2025-09-19 15:37:00,SELL,3648.19,448.0000000000018,3628.11,True,2.44,8.2452,TimeExit,0.0,16,TimeExit,0.0,16,3644.613896484375,True,1.01,3.53286,SR_TP,357.61035156251637,14
20089,2025-09-19 16:38:00,BUY,3656.11,1975.0,3674.61,True,1.87,9.90051,TimeExit,-117.00000000000728,8,TimeExit,-117.00000000000728,8,3674.61,True,4.07,4.54947,TimeExit,-117.00000000000728,8
20150,2025-09-19 17:39:00,BUY,3665.32,1053.9999999999964,3674.61,True,0.9,10.30177,TimeExit,-13.000000000010914,8,TimeExit,-13.000000000010914,8,3674.61,True,1.75,5.31611,TimeExit,-13.000000000010914,8
20211,2025-09-19 18:40:00,SELL,3670.31,380.99999999999454,3658.3950000000004,True,1.15,10.3322,TimeExit,-32.00000000001637,11,TimeExit,-32.00000000001637,11,3657.96,True,2.32,5.32141,TimeExit,-32.00000000001637,11
20277,2025-09-19 19:46:00,BUY,3669.29,1344.9999999999818,3674.61,True,0.54,9.85724,EMACross,-26.99999999999818,7,EMACross(FB),-26.99999999999818,7,3674.61,True,1.21,4.3911,EMACross(FB),-26.99999999999818,7
20338,2025-09-19 20:47:00,BUY,3677.52,690.0000000000091,0.0,False,0.0,10.05761,EMACross,500.0,105,EMACross(NoSR),500.0,105,0.0,False,0.0,3.9855,EMACross(NoSR),500.0,105
20406,2025-09-19 21:55:00,BUY,3683.31,190.99999999998545,0.0,False,0.0,9.50993,TimeExit,-48.00000000000182,10,TimeExit,-48.00000000000182,10,0.0,False,0.0,3.34196,TimeExit,-48.00000000000182,10
20467,2025-09-19 22:56:00,BUY,3684.54,757.9999999999927,0.0,False,0.0,8.76461,TimeExit,-167.00000000000728,8,TimeExit,-167.00000000000728,8,0.0,False,0.0,2.78702,TimeExit,-167.00000000000728,8
20528,2025-09-19 23:57:00,BUY,3685.18,694.0000000000055,0.0,False,0.0,8.19466,TimeExit,-136.9999999999891,8,TimeExit,-136.9999999999891,8,0.0,False,0.0,2.51252,TimeExit,-136.9999999999891,8
20589,2025-09-22 02:00:00,SELL,3688.27,265.0000000000091,3674.61,True,1.76,7.75883,TimeExit,0.0,19,TimeExit,0.0,19,3674.61,True,4.41,3.10098,TimeExit,0.0,19
20650,2025-09-22 03:01:00,SELL,3688.0,238.0000000000109,3674.61,True,1.8,7.44032,StructBreak,-82.99999999999272,10,StructBreak,-82.99999999999272,10,3674.61,True,3.99,3.35424,StructBreak,-82.99999999999272,10
20721,2025-09-22 04:12:00,BUY,3694.27,244.9999999999818,0.0,False,0.0,7.78961,TimeExit,-42.000000000007276,8,TimeExit,-42.000000000007276,8,0.0,False,0.0,3.84786,TimeExit,-42.000000000007276,8
20797,2025-09-22 05:28:00,BUY,3691.06,642.9999999999836,0.0,False,0.0,7.80166,StructBreak,-369.00000000000546,7,StructBreak,-369.00000000000546,7,0.0,False,0.0,4.21437,StructBreak,-369.00000000000546,7
20858,2025-09-22 06:29:00,BUY,3691.56,630.0000000000182,0.0,False,0.0,8.29744,EMACross,161.9999999999891,38,EMACross(NoSR),161.9999999999891,38,0.0,False,0.0,4.31004,EMACross(NoSR),161.9999999999891,38
20919,2025-09-22 07:30:00,SELL,3691.37,138.0000000000109,3674.61,True,2.1,7.97778,TimeExit,-15.000000000009095,11,TimeExit,-15.000000000009095,11,3674.61,True,4.68,3.58433,TimeExit,-15.000000000009095,11
20980,2025-09-22 08:31:00,BUY,3697.73,2211.999999999989,0.0,False,0.0,8.03008,TimeExit,-40.99999999998545,21,TimeExit,-40.99999999998545,21,0.0,False,0.0,3.30398,TimeExit,-40.99999999998545,21
21041,2025-09-22 09:32:00,BUY,3705.83,1420.0000000000273,0.0,False,0.0,10.2034,EMACross,651.0000000000218,37,EMACross(NoSR),651.0000000000218,37,0.0,False,0.0,5.09569,EMACross(NoSR),651.0000000000218,37
21102,2025-09-22 10:33:00,BUY,3713.32,1330.9999999999945,0.0,False,0.0,9.88295,TimeExit,-51.00000000002183,8,TimeExit,-51.00000000002183,8,0.0,False,0.0,5.07513,TimeExit,-51.00000000002183,8
21166,2025-09-22 11:37:00,BUY,3719.24,800.0,0.0,False,0.0,9.89855,EMACross,283.0000000000382,61,EMACross(NoSR),283.0000000000382,61,0.0,False,0.0,4.87397,EMACross(NoSR),283.0000000000382,61
21230,2025-09-22 12:41:00,SELL,3720.86,30.999999999994543,3674.61,True,4.84,9.56008,TimeExit,-184.9999999999909,8,TimeExit,-184.9999999999909,8,3674.61,True,9.99,4.63166,TimeExit,-184.9999999999909,8
21299,2025-09-22 13:50:00,BUY,3727.66,69.00000000000546,0.0,False,0.0,9.26274,TimeExit,-31.999999999970896,8,TimeExit,-31.999999999970896,8,0.0,False,0.0,4.02116,TimeExit,-31.999999999970896,8
21360,2025-09-22 14:51:00,SELL,3723.98,1180.9999999999945,3674.61,True,5.5,8.97304,TimeExit,-65.99999999998545,8,TimeExit,-65.99999999998545,8,3674.61,True,12.82,3.85126,TimeExit,-65.99999999998545,8
21421,2025-09-22 15:52:00,BUY,3721.78,370.99999999995816,0.0,False,0.0,9.5433,TimeExit,-54.00000000004184,8,TimeExit,-54.00000000004184,8,0.0,False,0.0,5.37074,TimeExit,-54.00000000004184,8
21482,2025-09-22 16:53:00,SELL,3719.78,293.0000000000291,3674.61,True,4.59,9.83886,EMACross,-250.0,6,EMACross(FB),-250.0,6,3674.61,True,7.31,6.18069,EMACross(FB),-250.0,6
21543,2025-09-22 17:54:00,BUY,3725.26,1425.9999999999764,0.0,False,0.0,9.78301,TimeExit,-25.0,8,TimeExit,-25.0,8,0.0,False,0.0,6.07482,TimeExit,-25.0,8
21604,2025-09-22 18:55:00,BUY,3735.71,1148.9999999999782,0.0,False,0.0,10.18528,TimeExit,-28.00000000002001,17,TimeExit,-28.00000000002001,17,0.0,False,0.0,5.37998,TimeExit,-28.00000000002001,17
21680,2025-09-22 20:11:00,BUY,3740.03,870.9999999999582,0.0,False,0.0,9.50779,TimeExit,-31.000000000040018,8,TimeExit,-31.000000000040018,8,0.0,False,0.0,4.36215,TimeExit,-31.000000000040018,8
21745,2025-09-22 21:16:00,SELL,3745.97,355.99999999999454,3674.61,True,8.2,8.70008,StructBreak,-143.0000000000291,8,StructBreak,-143.0000000000291,8,3674.61,True,19.47,3.66429,StructBreak,-143.0000000000291,8
21811,2025-09-22 22:22:00,SELL,3745.79,338.0000000000109,3674.61,True,8.49,8.38407,TimeExit,-94.00000000000546,16,TimeExit,-94.00000000000546,16,3674.61,True,21.51,3.30927,TimeExit,-94.00000000000546,16
21872,2025-09-22 23:23:00,SELL,3746.97,880.9999999999945,3674.61,True,9.43,7.67286,EMACross,-63.000000000010914,4,EMACross(FB),-63.000000000010914,4,3674.61,True,22.62,3.19926,EMACross(FB),-63.000000000010914,4
21933,2025-09-23 01:25:00,SELL,3744.18,601.9999999999982,3674.61,True,8.79,7.91248,EMACross,254.99999999997272,45,EMACross(FB),254.99999999997272,45,3674.61,True,23.89,2.91198,EMACross(FB),254.99999999997272,45
21994,2025-09-23 02:26:00,BUY,3747.96,1000.0,0.0,False,0.0,8.20682,TimeExit,-90.0000000000091,8,TimeExit,-90.0000000000091,8,0.0,False,0.0,3.69966,TimeExit,-90.0000000000091,8
22055,2025-09-23 03:27:00,SELL,3747.64,662.9999999999654,3674.61,True,9.28,7.86724,StructBreak,-128.00000000002,1,StructBreak,-128.00000000002,1,3674.61,True,21.64,3.37447,StructBreak,-128.00000000002,1
22117,2025-09-23 04:29:00,SELL,3749.81,1309.999999999991,3674.61,True,8.71,8.63694,TimeExit,-351.9999999999982,8,TimeExit,-351.9999999999982,8,3674.61,True,14.91,5.04266,TimeExit,-351.9999999999982,8
22178,2025-09-23 05:30:00,SELL,3741.03,432.00000000001637,3674.61,True,6.66,9.97735,TimeExit,-268.99999999996,8,TimeExit,-268.99999999996,8,3674.61,True,10.44,6.35937,TimeExit,-268.99999999996,8
22239,2025-09-23 06:31:00,BUY,3743.21,957.0000000000164,0.0,False,0.0,9.72304,TimeExit,-73.00000000000182,8,TimeExit,-73.00000000000182,8,0.0,False,0.0,5.48007,TimeExit,-73.00000000000182,8
22305,2025-09-23 07:37:00,BUY,3745.89,1286.0000000000127,0.0,False,0.0,8.99863,TimeExit,-1.999999999998181,10,TimeExit,-1.999999999998181,10,0.0,False,0.0,4.525,TimeExit,-1.999999999998181,10
22366,2025-09-23 08:38:00,BUY,3756.25,250.0,0.0,False,0.0,9.86281,TimeExit,-119.99999999998181,14,TimeExit,-119.99999999998181,14,0.0,False,0.0,4.78763,TimeExit,-119.99999999998181,14
22432,2025-09-23 09:44:00,SELL,3752.93,402.99999999997453,3674.61,True,8.37,9.35977,EMACross,-283.0000000000382,6,EMACross(FB),-283.0000000000382,6,3674.61,True,16.5,4.7463,EMACross(FB),-283.0000000000382,6
22493,2025-09-23 10:45:00,BUY,3754.59,3650.0,0.0,False,0.0,9.2438,TimeExit,-112.00000000003456,10,TimeExit,-112.00000000003456,10,0.0,False,0.0,4.56871,TimeExit,-112.00000000003456,10
